date,temperatureMax,temperatureMin,rainTotal,rainPercent,barometerMax,barometerMin,cloudMax,cloudMin,humidityMax,humidityMin
2017-03-16,27.632,13.1,0.0,0.0,29.737,29.32,,,74.0,53.0
2017-03-17,42.182,1.4,0.207,2.78,30.025,29.737,,,66.733,42.0
2017-03-18,53.358,-6.178,0.0,0.0,30.056,29.991,,,63.0,36.345
2017-03-19,53.252,6.632,0.0,0.0,30.086,30.03,,,64.0,35.138
2017-03-20,54.649,8.42,0.0,0.0,30.086,29.847,,,67.0,33.0
2017-03-21,37.735,31.64,0.052,0.69,29.853,29.596,,,77.0,50.724
2017-03-22,32.54,7.781,0.0,0.0,30.126,29.537,,,80.0,40.0
2017-03-23,39.821,-9.22,0.052,0.69,30.281,30.126,,,59.0,30.138
2017-03-24,32.54,17.24,0.0,0.0,30.279,29.75,,,78.0,42.0
2017-03-25,39.428,26.743,0.311,4.17,30.272,29.787,,,80.0,68.0
2017-03-26,54.084,5.36,0.129,1.74,30.314,30.104,,,75.0,43.867
2017-03-27,42.403,34.34,0.388,5.21,30.104,29.764,,,90.414,64.0
2017-03-28,48.2,33.8,0.181,2.83,29.859,29.724,,,92.0,89.0
2017-03-29,37.853,32.72,0.0,0.0,30.041,29.859,,,92.0,87.0
2017-03-30,52.247,25.16,0.0,0.0,30.104,30.023,,,89.0,43.0
2017-03-31,42.421,28.94,0.0,0.0,30.05,29.792,,,75.0,56.0
2017-04-01,38.983,31.28,0.492,6.6,29.799,29.689,,,82.0,75.0
2017-04-02,57.808,32.0,0.129,1.74,29.929,29.799,,,86.0,46.828
2017-04-03,62.684,22.316,0.0,0.0,29.918,29.835,,,80.0,31.0
2017-04-04,47.552,34.34,0.129,1.74,29.844,29.408,,,76.0,49.0
2017-04-05,46.94,35.24,0.104,1.39,29.835,29.441,,,82.0,70.0
2017-04-06,42.968,35.42,0.596,7.29,29.836,29.142,,,83.0,71.897
2017-04-07,42.62,33.632,0.673,9.03,29.152,28.895,,,86.0,83.0
2017-04-08,37.76,29.48,0.155,2.08,29.608,29.152,,,89.0,84.0
2017-04-09,69.676,23.72,0.052,0.69,29.877,29.608,,,89.0,47.621
2017-04-10,83.012,39.74,0.026,0.35,29.873,29.787,,,71.0,28.0
2017-04-11,85.034,50.36,0.026,0.35,30.095,29.866,,,72.0,37.0
2017-04-12,59.695,44.882,0.129,1.74,30.146,29.982,,,82.0,55.667
2017-04-13,62.985,37.22,0.0,0.0,30.27,30.124,,,72.0,36.867
2017-04-14,68.068,25.16,0.0,0.0,30.289,30.218,,,76.0,25.759
2017-04-15,75.2,26.102,0.104,1.39,30.298,29.849,,,68.793,30.0
2017-04-16,82.79,50.403,0.44,5.8,29.853,29.521,,,82.0,48.586
2017-04-17,59.18,41.924,0.0,0.0,30.05,29.613,,,83.0,56.0
2017-04-18,62.522,31.1,0.0,0.0,30.385,30.05,,,70.0,33.0
2017-04-19,57.008,31.46,0.518,6.94,30.362,29.942,,,86.0,49.414
2017-04-20,48.02,41.72,0.129,1.74,30.058,29.934,,,89.0,84.0
2017-04-21,52.377,36.68,0.337,4.51,29.982,29.722,,,89.0,78.0
2017-04-22,47.084,42.62,0.052,0.69,29.871,29.755,,,89.0,86.0
2017-04-23,72.212,29.66,0.026,0.35,29.929,29.871,,,91.0,42.6
2017-04-24,65.914,38.12,0.0,0.0,30.181,29.912,,,77.0,41.633
2017-04-25,66.306,30.02,0.0,0.0,30.18,29.991,,,77.767,46.0
2017-04-26,77.043,48.38,0.259,3.12,29.997,29.757,,,82.0,54.621
2017-04-27,83.66,45.542,0.0,0.0,29.849,29.761,,,83.621,46.233
2017-04-28,85.196,59.037,0.0,0.0,30.015,29.788,,,79.0,33.0
2017-04-29,78.645,53.24,0.0,0.0,30.073,29.884,,,67.0,40.586
2017-04-30,56.629,29.3,0.0,0.0,30.281,30.062,,,68.0,44.0
2017-05-01,68.36,42.26,0.596,7.64,30.08,29.556,,,83.0,68.586
2017-05-02,58.418,47.052,0.751,9.03,29.654,29.397,,,86.0,74.0
2017-05-03,47.821,42.303,0.078,1.04,29.925,29.497,,,86.0,71.0
2017-05-04,70.16,29.3,0.0,0.0,30.1,29.921,,,86.0,43.759
2017-05-05,54.14,43.88,0.388,5.21,30.058,29.554,,,85.0,56.0
2017-05-06,72.773,48.74,0.078,1.04,29.571,29.27,,,88.0,56.172
2017-05-07,61.29,42.98,0.388,5.21,29.608,29.297,,,83.0,60.0
2017-05-08,44.737,35.42,0.052,0.69,29.761,29.604,,,83.0,60.0
2017-05-09,49.82,32.9,0.052,0.69,29.903,29.75,,,84.0,62.0
2017-05-10,54.779,32.9,0.0,0.0,29.958,29.87,,,82.0,55.586
2017-05-11,70.43,37.04,0.0,0.0,29.975,29.897,,,80.0,45.6
2017-05-12,77.503,34.226,0.0,0.0,29.978,29.906,,,81.069,42.828
2017-05-13,65.784,41.36,0.0,0.0,29.934,29.807,,,80.0,48.0
2017-05-14,54.956,43.16,0.104,1.39,29.836,29.537,,,80.0,63.533
2017-05-15,67.423,44.42,0.388,5.21,29.711,29.495,,,85.0,49.0
2017-05-16,77.379,42.44,0.0,0.0,29.967,29.711,,,81.0,39.379
2017-05-17,94.1,48.2,0.0,0.0,29.969,29.799,,,79.0,34.0
2017-05-18,94.77,57.92,0.0,0.0,29.905,29.777,,,79.0,37.7
2017-05-19,72.202,51.62,0.052,0.69,30.132,29.801,,,78.0,60.0
2017-05-20,70.22,32.9,0.0,0.0,30.416,30.132,,,81.367,34.103
2017-05-21,75.548,33.44,0.0,0.0,30.416,30.159,,,77.0,34.207
2017-05-22,58.261,46.63,0.855,10.07,30.159,29.86,,,83.0,57.517
2017-05-23,76.832,45.86,0.0,0.0,29.905,29.825,,,85.0,47.586
2017-05-24,78.338,44.6,0.0,0.0,29.827,29.74,,,82.0,50.633
2017-05-25,64.94,50.36,0.207,2.78,29.84,29.643,,,82.0,61.586
2017-05-26,59.248,51.26,0.466,6.25,29.689,29.5,,,85.0,79.0
2017-05-27,76.187,45.32,0.0,0.0,29.945,29.689,,,85.0,49.517
2017-05-28,80.906,45.5,0.0,0.0,29.949,29.862,,,83.0,43.033
2017-05-29,67.196,52.16,0.259,3.47,30.001,29.859,,,82.0,61.0
2017-05-30,70.054,49.1,0.363,4.86,30.065,29.973,,,84.0,69.0
2017-05-31,76.214,53.78,0.363,4.17,30.021,29.873,,,85.0,60.621
2017-06-01,73.46,49.28,0.0,0.0,29.919,29.807,,,86.0,46.586
2017-06-02,58.616,44.06,0.078,1.04,29.929,29.859,,,80.0,57.0
2017-06-03,53.78,46.76,0.233,3.12,29.906,29.825,,,84.0,78.0
2017-06-04,74.552,46.76,0.0,0.0,29.938,29.835,,,86.0,59.0
2017-06-05,60.08,51.44,0.0,0.0,29.87,29.733,,,84.0,71.0
2017-06-06,57.02,49.1,1.243,16.32,29.901,29.774,,,84.0,71.0
2017-06-07,78.694,38.48,0.0,0.0,30.041,29.884,,,86.0,47.931
2017-06-08,85.616,44.78,0.0,0.0,30.039,29.877,,,83.0,40.733
2017-06-09,77.36,53.42,0.0,0.0,29.877,29.667,,,81.345,56.0
2017-06-10,82.532,46.94,0.0,0.0,29.953,29.75,,,83.0,50.0
2017-06-11,93.242,59.72,0.0,0.0,30.034,29.892,,,80.0,43.1
2017-06-12,92.12,63.14,0.0,0.0,30.05,29.984,,,79.0,51.345
2017-06-13,83.3,64.94,0.0,0.0,30.065,29.958,,,78.0,57.655
2017-06-14,73.982,44.06,0.0,0.0,30.174,30.025,,,81.0,43.345
2017-06-15,81.83,38.48,0.0,0.0,30.185,29.984,,,79.0,40.0
2017-06-16,70.214,55.4,0.466,5.9,29.986,29.932,,,83.0,61.069
2017-06-17,88.228,53.96,0.0,0.0,29.967,29.901,,,83.0,53.655
2017-06-18,88.954,65.84,0.0,0.0,29.96,29.825,,,81.0,56.0
2017-06-19,83.002,67.1,1.191,8.33,29.895,29.825,,,85.0,64.0
2017-06-20,75.144,60.831,0.259,2.78,29.953,29.801,,,86.0,72.0
2017-06-21,75.517,55.58,0.155,1.04,29.962,29.857,,,85.0,60.103
2017-06-22,79.046,49.28,0.155,1.74,29.978,29.921,,,86.0,57.233
2017-06-23,76.82,57.02,1.088,12.15,29.934,29.613,,,85.0,72.0
2017-06-24,82.94,65.48,0.699,7.64,29.864,29.556,,,86.0,57.069
2017-06-25,78.03,51.08,0.026,0.35,30.026,29.864,,,84.0,56.0
2017-06-26,73.562,49.46,0.0,0.0,30.026,29.912,,,83.0,55.103
2017-06-27,75.38,50.36,0.207,2.78,30.023,29.91,,,83.567,52.267
2017-06-28,73.561,50.72,0.078,1.04,30.084,29.918,,,85.0,59.633
2017-06-29,65.12,49.64,0.751,9.38,30.098,29.971,,,85.0,70.034
2017-06-30,78.908,57.74,1.139,11.46,29.98,29.871,,,87.0,78.0
2017-07-01,74.624,61.7,0.363,3.82,29.982,29.853,,,87.0,85.0
2017-07-02,81.072,63.5,0.0,0.0,30.034,29.871,,,88.0,63.379
2017-07-03,78.645,57.38,0.129,1.74,30.097,29.934,,,86.0,58.207
2017-07-04,80.75,50.54,0.0,0.0,30.231,30.05,,,84.379,49.7
2017-07-05,84.92,48.38,0.0,0.0,30.261,30.18,,,83.0,43.433
2017-07-06,82.04,56.84,0.0,0.0,30.252,30.056,,,79.0,50.633
2017-07-07,86.646,61.88,0.026,0.35,30.056,29.818,,,80.0,57.2
2017-07-08,72.392,60.26,0.57,2.08,29.853,29.733,,,85.0,76.0
2017-07-09,78.583,53.42,0.466,2.43,30.021,29.846,,,86.0,63.6
2017-07-10,79.446,59.18,0.026,0.35,30.041,29.986,,,85.0,64.0
2017-07-11,83.612,59.0,0.078,1.04,30.036,29.956,,,85.0,61.207
2017-07-12,80.168,63.86,0.026,0.35,30.154,30.021,,,84.0,63.0
2017-07-13,67.566,57.74,0.129,1.74,30.143,30.03,,,84.0,72.0
2017-07-14,69.698,53.96,0.285,1.39,30.135,29.991,,,86.0,82.0
2017-07-15,80.575,60.44,0.026,0.35,30.004,29.94,,,86.0,68.0
2017-07-16,83.87,57.2,0.0,0.0,30.119,29.932,,,85.0,54.586
2017-07-17,76.244,58.46,0.388,2.78,30.18,30.086,,,84.0,74.0
2017-07-18,84.877,59.18,0.0,0.0,30.207,30.11,,,86.0,61.0
2017-07-19,85.777,59.72,0.0,0.0,30.204,30.071,,,84.0,56.241
2017-07-20,87.328,64.04,0.0,0.0,30.093,29.997,,,84.0,57.8
2017-07-21,84.889,54.68,0.0,0.0,30.023,29.899,,,84.0,57.367
2017-07-22,83.3,57.38,0.0,0.0,29.986,29.929,,,83.0,50.0
2017-07-23,81.278,50.72,0.0,0.0,30.026,29.855,,,83.0,48.552
2017-07-24,66.896,55.76,0.518,6.94,30.012,29.899,,,84.0,66.0
2017-07-25,71.456,53.6,0.078,1.04,30.248,29.966,,,86.0,72.167
2017-07-26,82.04,48.746,0.0,0.0,30.274,30.157,,,85.0,52.167
2017-07-27,78.868,62.24,0.414,2.43,30.157,29.929,,,84.0,68.367
2017-07-28,77.09,53.99,0.0,0.0,30.026,29.932,,,86.0,51.967
2017-07-29,78.98,45.5,0.0,0.0,30.076,29.908,,,84.0,44.621
2017-07-30,81.794,44.06,0.0,0.0,30.132,29.973,,,83.0,46.172
2017-07-31,87.08,52.52,0.0,0.0,30.141,30.038,,,82.0,54.655
2017-08-01,86.658,54.86,0.0,0.0,30.174,30.095,,,83.0,47.167
2017-08-02,89.24,52.986,0.0,0.0,30.18,30.067,,,82.0,47.733
2017-08-03,87.866,59.72,0.0,0.0,30.209,30.139,,,82.0,54.0
2017-08-04,90.208,57.38,0.0,0.0,30.202,30.015,,,84.0,55.0
2017-08-05,75.982,63.944,1.139,6.94,30.034,29.879,,,84.0,70.759
2017-08-06,74.192,53.78,0.0,0.0,30.106,29.921,,,87.0,59.0
2017-08-07,76.628,52.34,0.311,3.12,30.104,30.014,,,85.0,64.0
2017-08-08,77.869,55.22,0.311,4.17,30.08,29.96,,,86.0,59.0
2017-08-09,78.32,50.9,0.0,0.0,30.248,30.056,,,85.0,64.567
2017-08-10,85.46,53.153,0.0,0.0,30.303,30.217,,,84.0,54.759
2017-08-11,84.957,58.64,0.026,0.35,30.277,30.117,,,83.276,53.0
2017-08-12,86.0,61.34,0.544,3.47,30.117,29.908,,,84.0,57.0
2017-08-13,80.792,60.285,0.052,0.69,30.104,29.884,,,85.0,51.633
2017-08-14,82.544,51.8,0.0,0.0,30.111,30.039,,,84.0,50.633
